pmid,title,year,pubdate,epubdate,journal,source_abbrev,volume,issue,pages,doi,pmc,authors,author_count,last_author,pubtypes,is_review,is_guideline,is_meta_analysis,is_clinical_trial,is_randomized_trial,query_lanes,pubmed_url
42191032,"Network dysregulation in depression: A synthesis of HPA Axis, BDNF signaling, and neurotransmitter interactions across multidimensional systems.",2026,2026 May 25,2026 May 25,"Pharmacology, biochemistry, and behavior",Pharmacol Biochem Behav,,,174215,10.1016/j.pbb.2026.174215,,He M; Shi Z; Zhan R; Zhuang Z; Li X; Xue W,6,Xue W,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42191032/
42188681,Repetitive Transcranial Magnetic Stimulation in Migraine: Clinical Outcomes and Neurobiological Mechanisms-A Systematic Review.,2026,2026 Apr 27,2026 Apr 27,Neurology international,Neurol Int,18,5,,10.3390/neurolint18050080,PMC13210037,Zgarbura RC; Rizea LC; Dinca M; Pavel A; Parliteanu OA; Sabri J; Tudose C,7,Tudose C,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42188681/
42182564,"Transcranial magnetic stimulation from healthy brain aging to Alzheimer's disease: a review on mechanisms, therapeutic potential, and future clinical directions.",2026,2026,2026 May 8,Frontiers in aging neuroscience,Front Aging Neurosci,18,,1778992,10.3389/fnagi.2026.1778992,PMC13194513,Saleh Velez F; Cedeno-Bruzual M; Zuniga-Gutierrez M; Mercado Pena D; Ballard CL; Kong JS; Pinaffi-Langley ACDC; Owens CD; TucsekCardon Z; Szarvas Z; Muranyi M; Kaposzta Z,18,Pinto CB,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/42182564/
42180209,Prognostic accuracy of transcranial magnetic stimulation-induced motor evoked potentials on recovery of upper limb: a systematic review.,2026,2026,2026 May 7,Frontiers in neurology,Front Neurol,17,,1788829,10.3389/fneur.2026.1788829,PMC13192014,Schilder JCM; Hoonhorst MHJ; de Vries R; Kwakkel G,4,Kwakkel G,Journal Article; Systematic Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/42180209/
42179725,Non-invasive neuroregulation techniques applied to patients with consciousness disorders: a narrative review.,2026,2026,2026 May 8,Frontiers in human neuroscience,Front Hum Neurosci,20,,1790010,10.3389/fnhum.2026.1790010,PMC13194118,Cao Z; Du H; Zhou Y; Mei S; Xia Z; Wang Y,6,Wang Y,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42179725/
42171529,Efficacy and Safety of Repetitive Transcranial Magnetic Stimulation (rTMS) in Peripheral Neuropathic Pain: A GRADE-Assessed Meta-Analysis of Randomized Sham-Controlled Trials.,2026,2026 Jun,,Pain practice : the official journal of World Institute of Pain,Pain Pract,26,5,e70169,10.1111/papr.70169,,Abdelsalam OK; Mohamed RG; Mahmoud MAT; Dawoud AIA; Labib RSS; Hamed BM; AbdelMeseh M; Hedawy S; Abouelmagd ME; Abbas A; Raslan AM,11,Raslan AM,Journal Article; Meta-Analysis; Systematic Review; Review,True,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42171529/
42167925,Neuromodulation for Subjective Tinnitus: A Systematic Review and Meta-Analysis of Randomized Trials.,2026,2026 May 21,2026 May 21,The Laryngoscope,Laryngoscope,,,,10.1002/lary.70633,,Kitsis D; Sideris G; Skouloudaki A; Delides A; Vlastarakos P,5,Vlastarakos P,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42167925/
42164210,Management of Treatment-Resistant Depression: An Updated Narrative Review of Current and Emerging Treatments.,2026,2026 Apr,2026 Apr 19,Cureus,Cureus,18,4,e107343,10.7759/cureus.107343,PMC13186301,Berlin Viniegra JP,1,Berlin Viniegra JP,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42164210/
42160573,Rebooting the Brain: Non Invasive Brain Stimulation and the Future of Neurorehabilitation.,2026,2026 Apr,,JPMA. The Journal of the Pakistan Medical Association,J Pak Med Assoc,76,4,620-623,10.47391/JPMA.26-33,,Anjum M; Zia M; Shafiq O; Rathore FA,4,Rathore FA,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; patient_experience_adherence_state; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42160573/
42158150,The effect of different transcranial magnetic stimulation protocols on pain scores in patients with neuropathic pain: a systematic review and meta-analysis.,2026,2026,2026 May 4,Frontiers in psychiatry,Front Psychiatry,17,,1822963,10.3389/fpsyt.2026.1822963,PMC13182322,Zhu Z; Xie L; Mao Y; Fan Y; Huang C; Zhu Z; Song N,7,Song N,Journal Article; Systematic Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42158150/
42155793,The state of motor neural networks in low back pain a systematic review and meta-analysis.,2026,2026 May 18,2026 May 18,The journal of pain,J Pain,,,106318,10.1016/j.jpain.2026.106318,,Cherif A; Fakhry N; Pouliot J; Simoneau M; Massé-Alarie H,5,Massé-Alarie H,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42155793/
42155351,Theta burst stimulation for suicidal ideation in depression: A systematic review and meta-analysis of efficacy and protocol moderators.,2026,2026 May 16,2026 May 16,Psychiatry research,Psychiatry Res,363,,117229,10.1016/j.psychres.2026.117229,,Xia X; Feng X; Huang C; Chen Z; Lei W; Yue Y,6,Yue Y,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42155351/
42153440,Transcranial magnetic stimulation in multiple sclerosis: Targeting symptoms through neuroplasticity.,2026,2026 May 19,2026 May 19,"Multiple sclerosis (Houndmills, Basingstoke, England)",Mult Scler,,,13524585261442777,10.1177/13524585261442777,,Nazzi C; Turrini S; Pezzetta R; Scarpazza C; Avenanti A; Battaglia S,6,Battaglia S,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42153440/
42136989,Feasibility of transcranial magnetic stimulation adjuvant therapy for chronic respiratory diseases: a narrative review.,2026,2026,2026 Apr 29,Frontiers in rehabilitation sciences,Front Rehabil Sci,7,,1668986,10.3389/fresc.2026.1668986,PMC13168050,Xu R; Wen G; Wang Y; Wang X; Luo Y; Yang L; Gai X; Li L,8,Li L,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42136989/
42134622,Accelerating the therapeutic effects of non-invasive brain stimulation: A Neuroscience School of Advanced Studies (NSAS) challenge workshop.,2026,2026 May 13,2026 May 13,Brain stimulation,Brain Stimul,19,4,103120,10.1016/j.brs.2026.103120,,Taylor JJ; Stagg CJ; Bègue I; Bikson M; Brunoni AR; Caulfield KA; Ng E; Doose J; Sackeim HA; George MS,10,George MS,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42134622/
42134566,TMS-biomarkers discovery in children and adolescents with neurological disorders: A systematic review and meta-analysis.,2026,2026 May 13,2026 May 13,Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,147,,111735,10.1016/j.pnpbp.2026.111735,,Yurong W; Si C; Bageng H; Limei L; Chunlan Z; Ruochao Y; Lirong X; Qiu W,8,Qiu W,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/42134566/
42132124,A meta-analysis suggests that TMS targeting the hippocampal network selectively improves episodic memory.,2026,2026 May 14,2026 May 14,eLife,Elife,14,,,10.7554/eLife.108934,PMC13175575,Badillo Goicoechea E; Agres PF; Rau JMH; San Agustin A; Voss JL,5,Voss JL,Journal Article; Meta-Analysis,False,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42132124/
42130669,Pulvinar subdivisions and connectivity patterns across primate species: a comparative perspective.,2026,2026,2026 Apr 28,Frontiers in neuroanatomy,Front Neuroanat,20,,1794659,10.3389/fnana.2026.1794659,PMC13161146,Soares JGM; Correia ARA; Gattass R; Lima B,4,Lima B,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42130669/
42123695,Non-Invasive Brain Stimulation in Frontotemporal Dementia: A Systematic Review of Non-Pharmacological Treatment Approaches.,2026,2026 May 4,2026 May 4,International journal of molecular sciences,Int J Mol Sci,27,9,,10.3390/ijms27094117,PMC13164393,Dognini E; Cerino A; Manenti R; Cotelli M; Borroni B,5,Borroni B,Journal Article; Systematic Review; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/42123695/
42123126,Alternative Treatment of the Resistant-to-Treatment Tourette Syndrome-A Systematic Review.,2026,2026 Apr 29,2026 Apr 29,Journal of clinical medicine,J Clin Med,15,9,,10.3390/jcm15093393,PMC13163666,Czech A; Czarnecka M; Grodzka O; Chądzyński P; Domitrz I,5,Domitrz I,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42123126/
42118877,,2026,2026 Jan,,,,,,,,,,0,,Review,True,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42118877/
42117419,[Tinnitus compensation strategies based on the current neuroplasticity theories (systematic review)].,2026,2026,,Vestnik otorinolaringologii,Vestn Otorinolaringol,91,2,72-77,10.17116/otorino20269102172,,Tur EY; Tufatulin GS; Dvoryanchikov VV; Artyushkin SA,4,Artyushkin SA,Journal Article; Systematic Review; Review; English Abstract,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/42117419/
42116923,Assessing the efficacy and safety of transcranial magnetic stimulation and vagus nerve stimulation for drug-resistant epilepsy: A systematic review.,2026,2026,2026 Apr 3,Surgical neurology international,Surg Neurol Int,17,,188,10.25259/SNI_622_2025,PMC13157928,Rajdeep D; Abdelkader ASA; Siraj HM; Islam F; Saxena V; Yaduvanshi N; Ahamed SI; Rizvi AU; Vassan S; Aby NL; Ayaanuddin SK,11,Ayaanuddin SK,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42116923/
42116894,Repetitive transcranial magnetic stimulation for neuropathic pain and neuropsychiatric sequelae in traumatic brain injury: A meta-analysis and trial sequential analysis.,2026,2026,2026 Apr 3,Surgical neurology international,Surg Neurol Int,17,,187,10.25259/SNI_875_2025,PMC13157929,Oktaviani DR; Sembiring MD; Chandra AI; Wahjoepramono POP,4,Wahjoepramono POP,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42116894/
42110902,Pharmacological and Non-Pharmacological Interventions for Non-Suicidal Self-Injury: A Narrative Review.,2026,2026 Apr,2026 Apr 8,Alpha psychiatry,Alpha Psychiatry,27,2,48183,10.31083/AP48183,PMC13156066,Tan J; Zhang L,2,Zhang L,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/42110902/
42110448,"Effect of repetitive transcranial magnetic stimulation on perioperative anxiety in female patients: study protocol for a single-center, randomized controlled study.",2026,2026,2026 Apr 23,Frontiers in medicine,Front Med (Lausanne),13,,1832192,10.3389/fmed.2026.1832192,PMC13149276,Wang W; Zhou S; Wang Y; Huang Y; Ni H; Yao M,6,Yao M,Journal Article,False,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42110448/
42109284,From lobotomy to connectomics: a critical review of contemporary psychosurgery.,2026,2026,2026 Apr 23,Frontiers in psychiatry,Front Psychiatry,17,,1785333,10.3389/fpsyt.2026.1785333,PMC13149262,González V; Rumià J; Brell M; Roset C; de Miguel J; Arboleya S; Aguirre I; Alegre D; Goliney V; Ibáñez J,10,Ibáñez J,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42109284/
42103041,"Multimodal strategies for diagnosis, stratification, and therapeutic monitoring in ALS.",2026,2026 May 6,2026 May 6,Neuroscience and biobehavioral reviews,Neurosci Biobehav Rev,187,,106727,10.1016/j.neubiorev.2026.106727,,López-Blanch R; Oriol-Caballo M; Estrela JM; Obrador E,4,Obrador E,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/42103041/
42102424,Research progress and prospect on the mechanisms of non-invasive neuromodulation therapy and acupuncture in treating cognitive impairment after traumatic brain injury.,2026,2026 Apr 10,2026 Apr 10,Current opinion in pharmacology,Curr Opin Pharmacol,88,,102628,10.1016/j.coph.2026.102628,,Zhang C; Li R; Zhou L; Chen X; Xu Z,5,Xu Z,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42102424/
42100721,Magnetic fields as biophysical activators of autophagy: A preclinical systematic review.,2026,2026 Jun,2026 May 1,Biochemistry and biophysics reports,Biochem Biophys Rep,46,,102613,10.1016/j.bbrep.2026.102613,PMC13144591,Emanuele E; Santos-Lozano A; López-Ortiz S; Khoramipour K; García-Chico C; Lista S; Minoretti P,7,Minoretti P,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42100721/
42099977,Effects of non-invasive brain stimulation on spontaneous neural activity in post-stroke aphasia: a protocol for a coordinate-based meta-analysis of fALFF studies.,2026,2026,2026 Apr 22,Frontiers in neurology,Front Neurol,17,,1820631,10.3389/fneur.2026.1820631,PMC13143647,Rao Y; Zhang J; Ni J; Zeng M; Wu J; Xu H; Zhao Z; Wang C; Shan C,9,Shan C,Journal Article,False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/42099977/
42098884,Participant-centered tolerability of transcutaneous auricular vagus nerve stimulation: insights from two crossover studies.,2026,2026 May 8,2026 May 8,Bioelectronic medicine,Bioelectron Med,12,1,,10.1186/s42234-026-00206-y,PMC13154589,Gonzalez G; O'Malley M; Bolanos J; Taylor D; McTeague LM; Canepa A; Wong ML,7,Wong ML,Journal Article,False,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42098884/
42088923,Effects of repetitive transcranial magnetic stimulation on neuropathic pain in patients with spinal cord injury: a systematic review and meta-analysis of randomized controlled trials.,2026,2026,2026 Apr 20,Frontiers in neurology,Front Neurol,17,,1725648,10.3389/fneur.2026.1725648,PMC13135968,Luo Q; Hong C; Duan C; Ma J; Xiong J; Yang X; Jiang Q; Hou J; Yan R,9,Yan R,Journal Article; Systematic Review,True,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42088923/
42088718,A systematic review on multifocal non-invasive brain stimulation on motor function enhancement.,2026,2026,2026 Apr 20,Frontiers in human neuroscience,Front Hum Neurosci,20,,1779424,10.3389/fnhum.2026.1779424,PMC13136090,Chang WK; Choi JS; Kim WS; Paik NJ,4,Paik NJ,Journal Article; Systematic Review,True,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42088718/
42086508,Non-pharmacologic therapies for sleep disturbances after traumatic brain injury: a systematic review and meta-analysis.,2026,2026 Jun 26,,Brain impairment : a multidisciplinary journal of the Australian Society for the Study of Brain Impairment,Brain Impair,27,2,,10.1071/IB25014,,Loong S; Qazi ZA; Jora I; Zrodlowski T; Blakenship J; Lad SS,6,Lad SS,Journal Article; Systematic Review; Meta-Analysis,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/42086508/
42081190,Effects of high-frequency repetitive transcranial magnetic stimulation on memory of post-stroke cognitive impairment patients: A systematic review and meta-analysis.,2026,2026 May 4,2026 May 4,Journal of Alzheimer's disease : JAD,J Alzheimers Dis,,,13872877261447431,10.1177/13872877261447431,,Liu F; Wang J; Kang Y; Su G; Wang X,5,Wang X,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/42081190/
42077497,Clinical Efficacy of Integrated Acupuncture and Moxibustion Therapy Combined with Drugs in the Treatment of Acute Depressive Disorder: Protocol for a Pragmatic Randomized Controlled Trial.,2026,2026,2026 Apr 27,Neuropsychiatric disease and treatment,Neuropsychiatr Dis Treat,22,,601078,10.2147/NDT.S601078,PMC13135035,Wu Q; Liu Y; Lin D; Wang S; Liang X; Wu B; Wan L; Liu Y; Wang T; Liu H; Lai L; Sun L,13,Fu W,Journal Article,False,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/42077497/
42074886,Non-Invasive Electrotherapy in the Rehabilitation of Motor Sequelae and Spasticity Following Stroke: A Systematic Review.,2026,2026 Apr 17,2026 Apr 17,Journal of clinical medicine,J Clin Med,15,8,,10.3390/jcm15083085,PMC13117164,Amat ML; García-Quintana M; Vilchez-Barrera M; Báez-Suárez A; Molina-Cedrés F; Arteaga-Ortiz R; Alamo-Arce D; Medina-Ramirez R,8,Medina-Ramirez R,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/42074886/
42073507,Update on Repetitive Transcranial Magnetic Stimulation in Post-Stroke Cognitive Rehabilitation: A Systematic Review of Randomized Clinical Trials.,2026,2026 Apr 21,2026 Apr 21,"Life (Basel, Switzerland)",Life (Basel),16,4,,10.3390/life16040700,PMC13117516,Tringali DN; Ferlito R; Bella R; Cantone M; Chiaramonte R; Ferri R; Fisicaro F; Iacona M; Mogavero MP; Pennisi M; Vecchio M; Lanza G,12,Lanza G,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/42073507/
